ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
440236819,The Cottage,Danielle Steel,2003,Dell Publishing Company
451183940,Different Seasons,Stephen King,1994,Signet Book
038000917X,Rebecca,Daphne du Maurier,1982,Avon Books
451205146,Black Hawk Down (Movie Tie-in),Mark Bowden,2002,Signet
515120456,The Dark Room,Minette Walters,1997,Jove Books
451204115,L.A. Dead: A Stone Barrington Novel (Stone Barrington Novels (Paperback)),Stuart Woods,2001,Signet Book
140255125,The Woman Who Walked into Doors,Roddy Doyle,1997,Penguin Books
312979517,The Tin Collectors : A Novel (A Shane Scully Novel),Stephen J. Cannell,2002,St. Martin's Paperbacks
1551668068,Fox River,Emilie Richards,2001,Mira
451197747,The Deep End of the Ocean,Jacquelyn Mitchard,1999,Signet Book
067169507X,SEAT OF THE SOUL,Gary Zukav,1990,Free Press
252006860,Their eyes were watching God: A novel,Zora Neale Hurston,1978,University of Illinois Press
449213943,All Quiet on the Western Front,Erich Maria Remarque,1995,Ballantine Books
671477099,HITCHHIK GD GALAXY (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1983,Pocket
1878424114,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),Deepak Chopra,1995,New World Library
449213145,Twice Shy,Dick Francis,1990,Fawcett Books
671704184,WEAVEWORLD (The Fantacy Classic),Clive Barker,1989,Pocket
449217205,Straight,Dick Francis,1994,Fawcett Books
449911012,The Genesis Code,John Case,1997,Ballantine Books
60830956,Brave New World,Aldous Huxley,1984,HarperCollins Publishers
140481346,Death of A Salesman,Arthur Miller,1998,Penguin USA (Paper)
316154075,A Darkness More Than Night,Michael Connelly,2001,Little Brown and Company
051513239X,The Music of the Spheres,Elizabeth Redfern,2002,Jove Books
671014919,My Gal Sunday,Mary Higgins Clark,2003,Pocket
452285011,Join Me,Danny Wallace,2004,Plume Books
440225590,Cuba Libre,Elmore Leonard,1999,Dell Publishing Company
440209803,Get Shorty,Elmore Leonard,1991,Dell
451207521,Jackdaws,Ken Follett,2002,Signet Book
756400627,The Better Part of Valor,Tanya Huff,2002,Daw Books
312971230,Ice Station,Matthew J. Reilly,2000,St. Martin's Press
61000019,The Blessing Way (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
345367650,Polar Star,MARTIN CRUZ SMITH,1990,Ballantine Books
440993717,The Wave (Laurel Leaf Books),Todd Strasser,1981,Laure Leaf
1555611435,Your Pregnancy: Week by Week (Your Pregnancy Series),Glade B. Curtis M.D. OB/GYN,1997,Perseus Books Group
894809946,What to Expect the Toddler Years,Arlene Eisenberg,1994,Workman Publishing
553280945,The Mammoth Hunters (Earth's Children (Paperback)),JEAN M. AUEL,1986,Bantam
440445450,How to Eat Fried Worms,THOMAS ROCKWELL,1953,Yearling
60539860,Finding Fish,Antwone Fisher,2002,HarperTorch
446527033,The Switch,Sandra Brown,2000,Warner Books
8420616893,El Guardian Entre El Centeno,J. D. Salinger,1999,AIMS International Books
8445071416,El Hobbit,J. R. R. Tolkien,1991,Minotauro
140185232,The Razor's Edge (Penguin Twentieth-Century Classics),W. Somerset Maugham,1992,Penguin Books
3462032283,ZwÃ?Â¶lf.,Nick McDonell,2003,Kiepenheuer & Witsch
3423072571,Insel der blauen Delphine. ( Lese- Abenteuer).,Scott ODell,2003,Dtv
440114764,The cradle will fall,Mary Higgins Clark,1981,Dell
375724672,True History of the Kelly Gang,Peter Carey,2001,Vintage Books USA
042518000X,Nursery Crimes (Mommy-Track Mysteries (Paperback)),Ayelet Waldman,2001,Berkley Publishing Group
345323440,Footfall,Larry Niven,1996,Del Rey Books
140075569,It Was a Dark and Stormy Night: The Best (?) from the Bulwer-Lytton Contest,Scott Rice,1984,Penguin USA
553258478,Exodus,Leon Uris,1983,Bantam Books
446601985,Iced,Carol Higgins Clark,1996,Warner Books
044023719X,The Triumph of Katie Byrne,Barbara Taylor Bradford,2001,Island
380703882,Communion : A True Story,Whitley Strieber,1988,Avon
375703675,Dear Exile : The True Story of Two Friends Separated (for a Year) by an Ocean,HILARY LIFTIN,1999,Vintage
671528904,Mindhunter : Inside the FBI's Elite Serial Crime Unit,John E. Douglas,1996,Pocket
590962736,Voyage on the Great Titanic: The Diary of Margaret Ann Brady (Dear America),Ellen Emerson White,1998,Scholastic
375421440,Three Junes,Julia Glass,2002,Pantheon Books
140086838,Ceremony (Contemporary American Fiction Series),Leslie Marmon Silko,1988,Penguin Books
425178765,Easy Prey,John Sandford,2001,Berkley Publishing Group
425114236,Accidental Tourist,Anne Tyler,1988,Penguin Putnam~mass
031208188X,Every Living Thing,James Herriot,1992,St. Martin's Press
684846004,The Cases That Haunt Us,John Douglas,2000,Scribner
64408183,Weetzie Bat (10th Anniversary Edition),Francesca Lia Block,1999,HarperTrophy
553801821,The Man Who Ate the 747,Ben Sherwood,2000,Bantam
670873926,Larry's Party,Carol Shields,1997,Viking Books
067978120X,Chasing Cezanne,Peter Mayle,1998,Vintage Books USA
552998931,Chocolat,Joanne Harris,2001,Black Swan
8423310353,El Camino (Coleccion Destinolibro),Miguel Delibes,1991,Continental Book Company
553212540,The Picture of Dorian Gray (Bantam Classics),OSCAR WILDE,1982,Bantam
451171357,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,1996,Signet Book
451165594,The I-5 Killer (Signet True Crime S.),Ann Rule,1989,Signet Book
440213320,Deadlock (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,1992,Dell
140430164,Mansfield Park (Penguin Classics),Jane Austen,1988,Penguin USA
575400951,About a Boy Uk,Nick Hornby,1998,Trafalgar Square
2070416801,Balzac Et LA Petite Tailleuse Chino,Daj Sijie,2002,Gallimard Jeunesse
671685635,Ghost Story,Peter Straub,1989,Pocket
891075275,Piercing the Darkness,Frank E. Peretti,1989,Crossway Books
64471969,Shade's Children,Garth Nix,1998,Eos
64473368,Dark Lord of Derkholm,Diana Wynne Jones,2001,HarperTrophy
451191722,Talking to Heaven: A Medium's Message of Life After Death,James Van Praagh,1999,Signet Book
044022859X,Holes (Readers Circle),LOUIS SACHAR,2001,Laurel Leaf
486268780,Selected Poems (Dover Thrift Editions),Walt Whitman,1991,Dover Publications
553278592,Sweet Revenge,NORA ROBERTS,1997,Bantam
446611638,Lost Light,Michael Connelly,2004,Warner Vision
743456173,Just the Way You Are,Christina Dodd,2003,Pocket
872861562,The Most Beautiful Woman in Town and Other Stories,Charles Bukowski,1983,City Lights Publishers
440945151,Killing Mr. Griffin (Laurel Leaf Books),Lois Duncan,1993,Laure Leaf
000716226X,The Bride Stripped Bare : A Novel,Nikki Gemmell,2004,Fourth Estate
440194784,Welcome to the Monkey House,Kurt Vonnegut,1991,Dell Publishing Company
451411137,Men in Kilts,Katie Macalister,2003,Onyx Books
930289234,Watchmen,Alan Moore,1995,DC Comics
380814676,Mike Nelson's Movie Megacheese,Michael J. Nelson,2000,Perennial Currents
893753440,Call of the Wild (A Watermill Classic),Jack London,1987,Troll Communications
893753564,Christmas Carol,Charles Dickens,1980,Troll Communications
61096083,The Bestseller,Olivia Goldsmith,1997,HarperTorch
671867318,SAHARA,Clive Cussler,1993,Pocket
375507493,What Should I Do with My Life?,PO BRONSON,2002,Random House
61013412,Orchid Beach (Holly Barker Novels (Paperback)),Stuart Woods,1999,HarperTorch
345387554,The Horse You Came In On,Martha Grimes,1996,Ballantine Books
440235391,Darkest Fear,HARLAN COBEN,2001,Dell
743436679,The Bone Vault,Linda Fairstein,2003,Pocket Star
451208862,Dead Girls Don't Wear Diamonds (Blackbird Sisters Mysteries),Nancy Martin,2003,Signet Book
375422307,Persepolis : The Story of a Childhood (Alex Awards (Awards)),MARJANE SATRAPI,2003,Pantheon
399145990,The River King,Alice Hoffman,2000,Putnam Publishing Group
067091021X,Year of Wonders: A Novel of the Plague,Geraldine Brooks,2001,Viking Books
553348477,Ecotopia,ERNEST CALLENBACH,1990,Bantam
842332294,Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim LaHaye,2002,Tyndale House Publishers
1573220221,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1996,Riverhead Books
425184234,A Small Death in Lisbon,Robert Wilson,2002,Berkley Publishing Group
671787454,The Girls He Adored,Jonathan Nasaw,2002,Pocket Star
1580628362,Please Stop Laughing at Me: One Woman's Inspirational Story,Jodee Blanco,2003,Adams Media Corporation
451409000,Messiah,Boris Starling,1999,Onyx Books
446364266,French Silk,Sandra Brown,1993,Warner Books
385721676,Oryx and Crake,MARGARET ATWOOD,2004,Anchor
440415632,The Cricket in Times Square (Newbery Winners for Microcomputers),George Selden,1970,Random House Children's Books
1558745432,A 5th Portion of Chicken Soup for the Soul : 101 Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1998,Health Communications
440228654,Chinese Cinderella: The True Story of an Unwanted Daughter (Laurel-Leaf Books),Adeline Yen Mah,2001,Laurel-Leaf Books
345423399,A Kiss of Shadows (Meredith Gentry Novels (Hardcover)),LAURELL K. HAMILTON,2000,Del Rey
811824829,52 Deck Series: 52 Ways to Celebrate Friendship,Lynn Gordon,2000,Chronicle Books
449223604,M Is for Malice,Sue Grafton,1998,Fawcett Books
425131769,Vital Signs,Robin Cook,2001,Berkley Publishing Group
684859300,Change Your Life Without Getting Out of Bed : The Ultimate Nap Book,Sark,1999,Fireside
749918241,Clear Your Clutter and Feng Shui Your Life,Karen Kingston,1998,Judy Piatkus Publishers Ltd
140008535,The Harp in the South,Ruth Park,1987,Penguin USA
193212800X,Crossing Over,John Edward,2002,Princess Books
553295608,A Suitable Vengeance,ELIZABETH GEORGE,1992,Bantam
140296298,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverley Donofrio,2001,Penguin Books
316735698,Forever: A Novel,Pete Hamill,2003,Back Bay Books
786886994,Ice Bound : A Doctor's Incredible Battle for Survival at the  South Pole,Maryanne Vollers,2002,Miramax
804119120,A Conspiracy of Paper : A Novel (Ballantine Reader's Circle),DAVID LISS,2001,Ballantine Books
074341022X,Dark Hollow,John Connolly,2002,Pocket
380723816,Wayside School Gets a Little Stranger (Wayside School),Louis Sachar,1996,HarperTrophy
553573209,Firefly Beach,Luanne Rice,2001,Bantam Books
515128821,The Breaker,Minette Walters,2000,Jove Books
449220184,Seventh Heaven,Alice Hoffman,1991,Fawcett Books
440225272,Homecoming,Belva Plain,1998,Dell Publishing Company
64471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins
006440188X,The Secret Garden,Frances Hodgson Burnett,1998,HarperTrophy
451117298,Cujo,Stephen King,1982,New American Library
451167783,A Streetcar Named Desire,Tennessee Williams,1989,Signet Book
140042210,A Portrait of the Artist As a Young Man,James Joyce,1989,Penguin USA
380794470,Dream a Little Dream,Susan Elizabeth Phillips,1998,Avon
688163173,Shutter Island: A Novel,Dennis Lehane,2003,William Morrow
553573357,Blue Mars,Kim Stanley Robinson,1997,Spectra Books
425163717,Holiday in Death,J. D. Robb,1998,Berkley Publishing Group
044661095X,Killing Time,Caleb Carr,2002,Warner Books
671024256,On Writing,Stephen King,2001,Pocket
553297260,Darkness,John Saul,1992,Bantam Books
61099341,As the Crow Flies,Jeffrey Archer,1992,HarperTorch
1400031699,The Little Friend,Donna Tartt,2003,Vintage
740704818,The Blue Day Book,Bradley Trevor Greive,2000,Andrews McMeel Publishing
452283795,Wanderlust,Chris Dyer,2003,Plume Books
767908171,A Short History of Nearly Everything,Bill Bryson,2003,Broadway
385311400,Drums of Autumn,DIANA GABALDON,1996,Delacorte Press
425153789,Immortal in Death,J. D. Robb,1996,Berkley Publishing Group
451166604,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,1988,Signet Book
345440021,Funeral in Blue,Anne Perry,2002,Fawcett Books
61090891,Santa Fe Rules,Stuart Woods,1993,HarperTorch
553295276,Beauty,Sheri S. Tepper,1992,Bantam
670691992,Talisman,Stephen King,1984,Viking Books
039913039X,Skeleton Crew,Stephen King,1985,Putnam Pub Group
890090572,Original Illustrated Sherlock Holmes,Arthur Conan Doyle,1991,Castle Books
140481389,The Crucible: A Play in Four Acts (Penguin Plays),Arthur Miller,1976,Penguin Books
553572989,Rise of Endymion,DAN SIMMONS,1998,Spectra
802130348,Waiting for Godot,Samuel Beckett,1997,Grove Press
553572946,Endymion,DAN SIMMONS,1996,Bantam
380729342,Tales from Watership Down,Richard Adams,1998,Avon
679435212,Crooked Little Heart,Anne Lamott,1997,Pantheon Books
345444884,The Talisman,STEPHEN KING,2001,Ballantine Books
312925883,Not Without My Daughter,Betty Mahmoody,1993,St. Martin's Press
671663984,SEVEN HABITS OF HIGHLY EFFECTIVE PEOPLE : Powerful Lessons in Personal Change,Stephen R. Covey,1989,Free Press
517598493,The Return of Merlin,Deepak Chopra,1995,Random House Inc
446519723,Where the Heart Is: A Novel,Billie Letts,1995,Warner Books
067173590X,SECRET DIARY OF LAURA PALMER (TWIN PEAKS) (A Twin Peaks Book),Jennifer Lynch,1990,Pocket
316540838,The Hottest State: A Novel,Ethan Hawke,1996,Little Brown & Co
037541326X,Ash Wednesday,ETHAN HAWKE,2002,Knopf
380765462,Tombstone Courage: A Joanna Brady Mystery,J.A. Jance,1995,Avon
1551668378,Halfway To Heaven,Susan Wiggs,2001,Mira
61012513,Storming Heaven,Kyle Mills,2000,HarperTorch
684815451,SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark,1995,Simon & Schuster
688149111,The Best Laid Plans,Sidney Sheldon,1997,William Morrow & Company
743215052,The Constant Gardener,John le Carre,2000,Scribner
1853260789,MADAME BOVARY,Gustave Flaubert,1998,NTC/Contemporary Publishing Company
451523733,Adventures of Huckleberry Finn,Mark Twain,1959,New Amer Library Classics
399138714,Decider,Dick Francis,1993,Putnam Pub Group
1551667002,Skyward,Mary Alice Monroe,2003,Mira Books
60008032,Angels,Marian Keyes,2003,HarperTorch
812558626,Briar Rose,Jane Yolen,1993,Tor Books
553584707,Catering to Nobody,Diane Mott Davidson,2002,Bantam Books
451198638,The Other Side and Back: A Psychic's Guide to Our World and Beyond,Sylvia Browne,2000,Signet Book
60540753,Patron Saint of Liars : A Novel,Ann Patchett,2003,Perennial
553379615,Into the Forest,JEAN HEGLAND,1998,Bantam
874778883,Seven Years in Tibet,Heinrich Harrer,1997,Jeremy P. Tarcher
446600415,The Day After Tomorrow,Allan Folsom,1995,Warner Books
044020271X,Tapestry,Belva Plain,1989,Dell
446608602,Personal Injuries,Scott Turow,2000,Warner Vision
380698439,Behind the Attic Wall (Avon Camelot Books (Paperback)),Sylvia Cassedy,1985,HarperTrophy
64440508,A Kiss for Little Bear,Else Holmelund Minarik,1984,HarperTrophy
1551667193,311 Pelican Court,Debbie Macomber,2003,Mira Books
60391553,Enter Whining,Fran Drescher,1996,Harpercollins
373835396,Four In Hand,Stephanie Laurens,2002,Harlequin
553803077,Sickened : The Memoir of a Munchausen by Proxy Childhood,Julie Gregory,2003,Bantam
440226449,Freedomland,Richard Price,1999,Dell Publishing Company
671039741,Salem's Lot,Stephen King,1999,Pocket
440484332,Superfudge (Yearling Books (Paperback)),Judy Blume,1981,Yearling Books
451410742,Step-Ball-Change,Jeanne Ray,2003,Onyx Books
440146577,Loving,Danielle Steel,1981,Dell
1551666758,The Perfect Lie,Dinah Mccall,2003,Mira
395977894,Fast Food Nation,Eric Schlosser,2001,Houghton Mifflin Company
1573221112,The Art of Happiness: A Handbook for Living,Dalai Lama,1998,Penguin Putnam
871137534,The Dress Lodger,Sheri Holman,2000,Pub Group West
055326611X,EVEN COWGIRLS GET THE BLUES,TOM ROBBINS,1984,Bantam
743204077,Soul Stories,Gary Zukav,2000,Simon & Schuster
449216861,Silence in Hanover Close,Anne Perry,1996,Fawcett Books
743407075,Grand Avenue,Joy Fielding,2001,Atria
786889616,Parallel Lies,Ridley Pearson,2002,Hyperion Press
446341916,The Naked Face,Sidney Sheldon,1985,Warner Books
525945121,Chang and Eng,Darin Strauss,2000,Dutton Books
449003701,The Tall Pine Polka (Ballantine Reader's Circle),LORNA LANDVIK,2001,Ballantine Books
051508901X,The Gamble,LaVyrle Spencer,1994,Jove Books
068810312X,Made in America: An Informal History of the English Language in the United States,Bill Bryson,1995,Harpercollins
553569635,Blood Test (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1995,Bantam Books
451202546,The Devil's Heiress,Jo Beverley,2001,Signet Book
440216877,Promises,Belva Plain,1997,Dell
671870114,Saving Grace,Julie Garwood,1994,Pocket
038089968X,Chain Letter (Avon Camelot Books (Paperback)),Christopher Pike,1986,Avon
515128015,Eclipse Bay,Jayne Ann Krentz,2000,Jove Books
553294903,Divine Evil,NORA ROBERTS,1992,Bantam
671749013,An ALTOGETHER NEW BOOK OF TOP TEN LISTS LATE NIGHT DAVID LETTERMAN,David Letterman,1991,Pocket
440236991,Leap of Faith,Danielle Steel,2002,Dell Publishing Company
312960344,Pandora's Clock,John J. Nance,1996,St. Martin's Press
684814994,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1995,Simon & Schuster
446604534,Day of Confession,Allan Folsom,1999,Warner Vision
61013706,Shall We Tell the President?,Jeffrey Archer,1999,HarperTorch
878578730,The Doctor's Book of Home Remedies : Thousands of Tips and Techniques Anyone Can Use to Heal Everyday Health Problems,Editors Prevention Health Books,1990,Rodale Books
425098605,The Vision,Dean R. Koontz,1997,Berkley Publishing Group
553582917,Intensity,DEAN KOONTZ,2000,Bantam
345313755,Texas Fury,FERN MICHAELS,1989,Ballantine Books
451206878,The Return,Bentley Little,2002,Signet Book
849932017,Stick A Geranium In Your Hat And Be Happy!,Barbara Johnson,1990,W Publishing Group
440217512,Wings,Danielle Steel,1995,Dell
671776126,Plain Truth,Jodi Picoult,2000,Atria
60196122,Veronika Decides to Die,Paulo Coelho,2000,HarperCollins Publishers
671025333,Empty Promises,Ann Rule,2000,Pocket
679736379,Sophie's Choice,William Styron,1992,Vintage Books USA
425172996,Vector,Robin Cook,2000,Berkley Publishing Group
385315309,Five Days in Paris,DANIELLE STEEL,1995,Delacorte Press
449213730,The Ritual Bath (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1991,Fawcett Books
553278355,The Bell Jar,Sylvia Plath,1983,Bantam
067974388X,The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle,Amy Dacyczyn,1993,Random House Inc
451203070,Tending Roses,Lisa Wingate,2001,New American Library
399148027,Blue Diary,Alice Hoffman,2001,G. P. Putnam's Sons
525934251,Bastard Out of Carolina,Dorothy Allison,1992,Dutton Books
151002517,Blindness,Jose Saramago,1998,Harcourt
452261368,Beloved: A Novel (Plume Contemporary Fiction),Toni Morrison,1987,Penguin USA
345335406,Texas Rich,FERN MICHAELS,1987,Ballantine Books
671782525,SLEEPING BEAUTY,Judith Michael,1992,Pocket
743202988,Heart Full of Lies: A True Story of Desire and Death,Ann Rule,2003,Free Press
1551669293,204 Rosewood Lane,Debbie Macomber,2002,Mira
440166497,Once in a Lifetime,Danielle Steel,1983,Dell
068816112X,Replay,Ken Grimwood,1998,Perennial
399150439,Naked Prey,John Sandford,2003,Putnam Publishing Group
375709150,Driving over Lemons: An Optimist in Spain (Vintage Departures),Chris Stewart,2001,Vintage Books USA
1875989218,He Died with a Felafel in His Hand,John Birmingham,2000,Duffy & Snellgrove
749309423,The Silence of the Lambs,Thomas Harris,1991,Mandarin
836214439,Dave Barry's Book of Bad Songs,Dave Barry,1997,Andrews McMeel Pub
345350472,Blade Runner: (Do Androids Dream of Electric Sheep),Philip K. Dick,1990,Del Rey Books
440995779,The Witch of Blackbird Pond (Laurel Leaf Books),ELIZABETH GEORGE SPEARE,1978,Laure Leaf
425183130,The African Quest (Archaeological Mystery),Lyn Hamilton,2002,Berkley Publishing Group
886773555,Catfantastic,Andre Norton,1989,Daw Books
671016784,Gravity (A),Tess Gerritsen,1999,Atria
425157989,Blood Will Tell,Dana Stabenow,1997,Berkley Publishing Group
014034019X,The BFG,Roald Dahl,1985,Puffin Books
60807792,Our Town: A Play in Three Acts,Thornton Niven Wilder,1985,Harpercollins
812694333,The Simpsons and Philosophy: The D'oh! of Homer,William Irwin,2001,Open Court Publishing Company
055334949X,Even Cowgirls Get the Blues,Tom Robbins,1990,Bantam
380752859,For Love of Evil : Book Six of Incarnations of Immortality (Incarnations of Immortality (Paperback)),Piers Anthony,1990,Eos
399136150,The Sum of All Fears,Tom Clancy,1991,Putnam Publishing Group
3596150655,Generation Golf. Eine Inspektion,Florian Illies,2002,Distribooks
446608386,Killing Me Softly : A Novel of Obsession,Nicci French,2000,Warner Vision
449209997,Callander Square,Anne Perry,1990,Fawcett Books
1573226122,Lord of the Flies,William Golding,1997,Riverhead Books
8408039369,Los Renglones Torcidos De Dios,T. Luca De Tena,2003,Planeta Pub Corp
696217120,Trading Spaces Behind the Scenes: Including Decorating Tips and Tricks,Brian Kramer,2003,Meredith Books
394800796,How the Grinch Stole Christmas!,Dr. Seuss,1957,Random House Books for Young Readers
034543448X,Demolition Angel,Robert Crais,2001,Ballantine Books
451206096,The Collection,Bentley Little,2002,Signet Book
399151443,High Country,Nevada Barr,2004,Putnam Publishing Group
1551668300,16 Lighthouse Road,Debbie Macomber,2001,Mira
671737805,Gentle Warrior,Julie Garwood,1990,Pocket
60542128,When the Storm Breaks,Heather Lowell,2003,HarperTorch
517707918,The 9 Steps to Financial Freedom,Suze Orman,1997,Crown Publishing Group (NY)
61094110,Running from the Law,Lisa Scottoline,1996,HarperTorch
451526554,Jane Eyre (Signet Classics (Paperback)),Charlotte Bronte,1997,Signet Book
385489129,My Losing Season (Alex Awards (Awards)),Pat Conroy,2002,Nan A. Talese
312187459,The Memoirs of Cleopatra: A Novel,Margaret George,1998,St. Martin's Press
344244554X,Das Echo.,Minette Walters,1999,Goldmann
380788624,Cryptonomicon,Neal Stephenson,2000,Perennial
084394952X,Dark Legend,Christine Feehan,2002,Leisure Books
515135216,Dark Symphony,Christine Feehan,2003,Jove Books
2253150711,Stupeur Et Tremblements,Amelie Nothomb,2001,Distribooks
679728899,Death Comes for the Archbishop (Vintage Classics),Willa Cather,1990,Vintage
688116752,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,1992,Harpercollins
385234104,Fatherhood,Bill Cosby,1986,Bantam Dell Pub Group
486278077,The Picture of Dorian Gray (Dover Thrift Editions),Oscar Wilde,1993,Dover Publications
399140557,Practical Magic,Alice Hoffman,1995,Putnam Pub Group
038531695X,The Ghost,Danielle Steel,1997,Dell
688084893,The Doomsday Conspiracy,Sidney Sheldon,1991,William Morrow & Company
671872001,Disappearing Acts,Terry McMillan,1993,Pocket
312969252,Nice,Jen Sacks,1999,St. Martin's Press
670805149,Lake Wobegon Days,Garrison Keillor,1985,Penguin USA
689843372,Gingerbread,Rachel Cohn,2002,Simon & Schuster Children's Publishing
836221311,Last Chapter and Worse,Gary Larson,1996,Andrews McMeel Publishing
451200101,The Experiment,John Darnton,2000,Signet Book
451176723,Mitigating Circumstances,Nancy Taylor Rosenberg,1993,Signet Book
019282760X,Pride and Prejudice (World's Classics),Jane Austen,1990,Oxford University Press
684871270,The Blue Nowhere : A Novel,Jeffery Deaver,2001,Simon & Schuster
446604402,The Laws of Our Fathers,Scott Turow,1997,Warner Books
671891510,Q-Squared (Star Trek: The Next Generation),Peter David,1995,Star Trek
60175818,The First Eagle,Tony Hillerman,1998,Harpercollins
375401091,A Certain Justice (Adam Dalgliesh Mysteries (Hardcover)),P. D. James,1997,Alfred A. Knopf
3551551677,Harry Potter und der Stein der Weisen,Joanne K. Rowling,1999,Carlsen Verlag GmbH
375705171,Trans-Sister Radio (Vintage Contemporaries (Paperback)),CHRIS BOHJALIAN,2001,Vintage
345321383,Bridge of Birds,Barry Hughart,1990,Del Rey Books
679432469,Straight Man,Richard Russo,1997,Random House Inc
440224047,Purple Cane Road,James Lee Burke,2001,Dell Publishing Company
684826976,Undaunted Courage: Meriwether Lewis Thomas Jefferson and the Opening of the American West,Stephen Ambrose,1997,Simon & Schuster
688148638,Almost Adam: A Novel,Petru Popescu,1996,Harpercollins
553212621,Lady Chatterley's Lover: Complete and Unexpurgated 1928 Orioli Edition,D. H. Lawrence,1983,Bantam
425164349,Timequake,Kurt Vonnegut,1998,Berkley Publishing Group
61094129,Legal Tender,Lisa Scottoline,1997,HarperTorch
671568833,Kill and Tell,Linda Howard,1998,Pocket Books
380789884,Pearl Cove (Donovan),Elizabeth Lowell,2000,Avon
425182150,Perish Twice,Robert B. Parker,2001,Berkley Publishing Group
802130720,100 Selected Poems by E. E. Cummings,E. E. Cummings,1959,Grove Press
3442453305,Herr Lehmann.,Sven Regener,2003,Goldmann
515119644,The Judge,Steven Paul Martini,1996,Jove Books
552999458,Dead Famous,Ben Elton,2002,Black Swan Books
375414657,The Piano Tuner,Daniel Mason,2002,Alfred A. Knopf
688171621,Naked Pictures of Famous People,Jon Stewart,1999,Perennial Currents
671774670,Mother of Pearl (Oprah's Book Club (Paperback)),Melinda Haynes,2000,Washington Square Press
60953691,La Cucina: A Novel of Rapture,Lily Prior,2001,Ecco
60195703,Long Time No See,Susan Isaacs,2001,HarperCollins Publishers
380400634,The Enchanted Land,Jude Deveraux,1978,Avon
505524090,Dark Challenge,Christine Feehan,2000,Love Spell
505523892,Dark Magic,Christine Feehan,2000,Love Spell
050552354X,Dark Desire (Paranormal Romance),Christine Feehan,1999,Love Spell
425190641,Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback)),Clive Cussler,2003,Berkley Publishing Group
505523752,Dark Gold,Christine Feehan,2000,Love Spell
553379658,My Ishmael,Daniel Quinn,1998,Bantam
140295569,High Fidelity,Nick Hornby,2001,Penguin Books Ltd
316107298,Billy and the Boingers Bootleg (Bloom County Book),Berke Breathed,1987,Little Brown & Co
399142185,Executive Orders,Tom Clancy,1996,Putnam Publishing Group
425137562,Silent Prey,John Sandford,2000,Berkley Publishing Group
517595338,203 Ways to Drive a Man Wild in Bed,Olivia St. Claire,1993,Harmony
1578561256,Bad Girls of the Bible and What We Can Learn from Them,Liz Curtis Higgs,1999,Waterbrook Press
515135739,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,2004,Jove Books
380732661,The Ritual Bath (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1999,Avon
345434498,Hostage,Robert Crais,2002,Fawcett Books
373218540,Dangerous,Nora Roberts,2002,Silhouette
380789892,Midnight in Ruby Bayou,Elizabeth Lowell,2001,Avon
553584375,No One to Trust,IRIS JOHANSEN,2003,Bantam
671776800,Paradise,Judith McNaught,1992,Pocket
451198387,Suspicion of Betrayal,Barbara Parker,2000,Signet Book
451166884,The Want-Ad Killer,Ann Rule,1995,Signet Book
515118559,True Betrayals,Nora Roberts,1996,Jove Books
688152449,Midnight Champagne: A Novel,A. Manette Ansay,1999,William Morrow & Company
3492221521,Suche impotenten Mann fÃ?Â¼rs Leben.,Gaby Hauptmann,1995,Piper
140184953,The End of the Affair (Twentieth Century Classics),Graham Greene,1991,Penguin Books
684859726,Fatal Voyage : A Novel,Kathy Reichs,2001,Scribner
399151451,Bad Business,Robert B. Parker,2004,Putnam Publishing Group
380765489,Shoot Don't Shoot: A Joanna Brady Mystery,J.A. Jance,1996,Avon
345450175,Balance of Power,RICHARD NORTH PATTERSON,2003,Ballantine Books
380977761,Abraham : A Journey to the Heart of Three Faiths,Bruce Feiler,2002,William Morrow
684853949,The Man Who Mistook His Wife For A Hat : And Other Clinical Tales,Oliver Sacks,1998,Touchstone
786864672,Pure Drivel,Steve Martin,1998,Hyperion
380702843,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy
312275420,Being Dead : A Novel,Jim Crace,2001,Picador
